Language,Category,Action,true_label,pred_label,Advice
Banglish,morality-ethics|social-norms,"Amar colleague engagement announce korlo, kintu ami kichui bolini. Amar nijer problem ache, tar ta niye bhabar somoy nei.",Bad Civic Sense,Good Civic Sense,Someone's engagement niye care na kora wrong.
Banglish,social-norms,"Sarah, ekti drirho shomporke thaka shattweo, bondhur party-te giyechhilo. She onicchakritovabe shondhar beshirbhag shomoy purush bondhuder shathe adda o hashi-thattah kore katatlo, tar premik-keo shekhane obohela korlo.",Bad Civic Sense,Good Civic Sense,Shomporke thaka obosthay onno linger shathe melamesha kora uchit noy.
English,morality-ethics,"My parents always praised my elder brother more, giving him extra privileges and attention. Even though I didn't want to be the ""favorite,"" I often found myself going along with their special treatment just to keep the peace, which felt unfair to my siblings.",Bad Civic Sense,Good Civic Sense,It is wrong to favor one child over others.
English,morality-ethics|advice,"Maya had a long-planned weekend trip with college friends, which unfortunately coincided with her sister's birthday. She suggested they celebrate their joint birthdays the day after, so she wouldn't miss her trip and could still make her sister feel special.",Good Civic Sense,Bad Civic Sense,It's okay to want to celebrate a birthday late if you have other plans.
Banglish,advice,"Rina onek shomoy niye ekta delicious chocolate pudding baniechilo, puro family-r jonno. She khub upset holo jokhon dekhlo tar baba dinner-er agei shob kheye feleche.",Good Civic Sense,Bad Civic Sense,Family-r shathe share korar jonno jotheshto khabar banano bhalo.
Bangla,morality-ethics|advice,"আমার প্রেমিক, রোহান, সবসময় তার জামাকাপড় মেঝেতে ফেলে রাখে। এটা একটা ছোট অভ্যাস, কিন্তু আমাকে খুব বিরক্ত করত। আমি এই নিয়ে তাকে ক্রমাগত বকাবকি করতাম, যা ছোটখাটো ঝগড়ার কারণ হত, এই ছোট ত্রুটি মেনে না নিয়ে।",Good Civic Sense,Bad Civic Sense,আপনার সঙ্গীর ত্রুটিগুলো মেনে নেওয়া উচিত।
Banglish,morality-ethics,"Liam Sara'r secret onno der kache prokas korar por Sara khub aghat peyechilo. She space nite chailo, ek shoptaho Liam er phone ba text er uttor dilo na, nijer feelings process korte time nilo.",Good Civic Sense,Bad Civic Sense,"Apnar bondhura jodi hurtful kichu kore thake, tahole tader shathe kotha bolte na chawa ta shabhabik."
English,description,"Rina felt a sneeze coming during the silent library study session. To avoid disturbing others, she pinched her nose and held it in, feeling a sharp pain in her head afterwards.",Good Civic Sense,Bad Civic Sense,It's not healthy to suppress a natural bodily function.
English,morality-ethics|social-norms,"Rohan borrowed $5 from his roommate, Alex, for lunch last week. When Alex reminded him, Rohan pretended to forget, hoping Alex would drop it. Alex felt annoyed and avoided lending money to Rohan again.",Good Civic Sense,Bad Civic Sense,You're expected to pay back money you owe.
Banglish,social-norms,"Rina dekhlo ekjon porjotoker bag theke ekjon oporichito bekti phone chhiniye নিচ্ছে। Se bhablo, 'Tader nijeder jinishpotro nijeder-i jotno newa uchit chilo.' Se hostokhep korlo na, karon se mone korechilo onner jinish pahara dewa tar daittyo noy.",Good Civic Sense,Bad Civic Sense,Eta bojha jay je manush nijeder jinisher jotno nijekei nebe emonta bhabha swabhavik.
Banglish,social-norms,"Sabiha tar boyfriend er birthday plan cancel koray Rina khub frustrated hoyechilo. Rina tar proti raag onuvob korchilo, karon she bhebechilo tar boyfriend take obohela koreche, ebong ei onuvuti ta tar kache shabhabik mone hoyechilo.",Good Civic Sense,Bad Civic Sense,Priyojonra disappoint korle tader upor raag kora thik.
Banglish,description,"College student Sarah, tar 70-year-old neighbor, Mr. Sharma-r sathe hobbies niye connect korte parchhilo na. Tader kothabarta often forced lagto, karon tader interests khub kom-i overlap korto.",Good Civic Sense,Bad Civic Sense,"Jodi apnar ebong onno karo modhye boyoser boro gap thake, tobe tader sathe interests share na koraটা normal."
Bangla,morality-ethics,"লাইনে অপেক্ষা করার সময়, অ্যালেক্স দুটি অপরিচিত ব্যক্তির মধ্যে একটি পার্কিং স্পট নিয়ে সামান্য মতবিরোধ শুনলো। সে হঠাৎ করে হস্তক্ষেপ করলো, উঁচু গলায় কথা বলতে শুরু করলো এবং পরিস্থিতিকে অপ্রয়োজনীয়ভাবে বাড়িয়ে দিল, যদিও এটা তার কোনো ব্যাপার ছিল না।",Bad Civic Sense,Good Civic Sense,ছোটখাটো বিষয়ে রাগ করা খারাপ।
Bangla,social-norms,রিনা তার দাদীর শেষকৃত্যে যেতে পারেনি কারণ তার একটি গুরুত্বপূর্ণ অফিসের প্রশিক্ষণ ছিল। পরে তার খুব খারাপ লেগেছিল যে সে পরিবারের পাশে থাকতে পারেনি।,Good Civic Sense,Bad Civic Sense,পরিবারের সদস্যদের শেষকৃত্যে উপস্থিত থাকাটা প্রত্যাশিত।
Bangla,social-norms,"যখন ডাউন সিনড্রোমে আক্রান্ত খালা মীনার পূর্ণকালীন যত্নের প্রয়োজন হল, রোহান তার ব্যস্ততার অজুহাত দেখিয়ে সাহায্য করতে অস্বীকার করল, সমস্ত বোঝা তার বোনের উপর চাপিয়ে দিল।",Good Civic Sense,Bad Civic Sense,পরিবারের যত্ন নেওয়া প্রত্যাশিত।
Bangla,social-norms|advice,"সারাহ মারা যাওয়ার পর, তার জীবন বীমার একমাত্র সুবিধাভোগী ছিলেন মার্ক। সারাহর বাবা-মা বীমার টাকার একটি অংশ আশা করেছিলেন, কিন্তু মার্ক, শোকাচ্ছন্ন এবং নিজের আর্থিক ভবিষ্যৎ নিয়ে চিন্তিত হয়ে, আইনত তার প্রাপ্য পুরো টাকাটাই নিজের কাছে রাখার সিদ্ধান্ত নিলেন।",Good Civic Sense,Bad Civic Sense,আপনার আইনত প্রাপ্য কোনো টাকা কাউকে দিতে বাধ্য নন।
English,social-norms,"During the short break between classes, Liam tried to catch up with his friend Sarah, who was rushing to her next lecture. Sarah gave him a quick, distracted reply and hurried off.",Good Civic Sense,Bad Civic Sense,You shouldn't expect to talk to someone between classes.
English,morality-ethics,"During a long drive, I noticed my girlfriend's son covering his ears uncomfortably. I had been blasting my favorite music with the subwoofers on high, completely forgetting how loud it must be for a child. I immediately turned it down, realizing my oversight.",Good Civic Sense,Bad Civic Sense,An adult should always consider how a child is affected by their actions.
English,social-norms,"Despite finding his colleague, Mr. Sharma, irritating, Rahul maintained a polite and professional demeanor during team meetings. He focused on work, avoiding any personal insults or rudeness.",Bad Civic Sense,Good Civic Sense,It's wrong to be rude and insulting to someone even if we don't particularly like them.
English,social-norms,"Rohan was heading to the gym and saw his friend, Amit, sitting idle. Instead of inviting him, Rohan went alone, leaving Amit feeling left out and ignored.",Good Civic Sense,Bad Civic Sense,Friends should include each other.
English,social-norms|advice,"Sanjana always felt a knot in her stomach whenever her boyfriend, Rahul, talked about his best friend, Maya. Their shared history and inside jokes made Sanjana feel like an outsider.",Bad Civic Sense,Good Civic Sense,It's bad to be jealous of your significant other's best friend.
Banglish,morality-ethics,"Na jiggesh korei, Mashi Carol ghoshona korlen je tini Maria'r choto apartment-e ek shoptah thakben, Maria ke tar bichana chere dite hobe bole asha korchilen. Maria tar personal space shompunno bhabe longhito onubhob korlo ebong oshosthite porlo.",Bad Civic Sense,Good Civic Sense,"Tomar uchit noy onner upor nijeke chapiye dewa, bishes kore tader personal space-e, purbo communication ebong shpashtho invitation chara."
Banglish,advice,"Priya dekhlo tar shohokormi, Alok, prayosho chupchap thake. She bhulbhabe dhore nilo je Alok take opochhondo kore ebong take eyie cholto. Pore she jante parlo je Alok kebol lajuk, ebong tar bhul dharonai ekti oprojojoniyo durutto toiri korechilo.",Bad Civic Sense,Good Civic Sense,Onner onubhuti shomporke bhul dharona kora bhul.
Banglish,morality-ethics,"Ekta chappurno shoptaho-r por, Maya manoshikbhabe bidhosto chilo. Tar premik bar bar antorongotaro jonno jor korchilo, jokhon she bar bar bolchilo je tar mon nei, ja take hotash o khuddho kore tulchilo.",Good Civic Sense,Bad Civic Sense,Kathin shomoye apnar shongi jodi jouonotar jonno chap dey tobe tader upor rag kora thik.
Banglish,social-norms|advice,"Koyek mash class korar por, Sarah bujhlo tar byobohul study abroad program-ti tar protyasha onujayi noy. She shohor ebong course-ti opochhondo korto, prachur ortho o shomoy biniyog shottewo nijeke atkye onubhab korchilo.",Bad Civic Sense,Good Civic Sense,Tomar opochhonder kichute taka noshto kora uchit noy.
English,morality-ethics,"Mrs. Rahman noticed a suspicious, unfamiliar van parked outside her neighbor's house for several hours late at night, with people constantly going in and out.",Good Civic Sense,Bad Civic Sense,It is the right thing to do to alert the authorities about a potentially problematic situation to ensure community safety.
English,morality-ethics|advice,"Emily had been dating Mark for months, believing he shared her long-term goals. When she discovered he had a secret family in another city, she realized he wasn't the person she thought and ended the relationship immediately.",Good Civic Sense,Bad Civic Sense,It is okay to break up with someone if you find out they are not who you thought.
English,morality-ethics,"Despite her boyfriend's strong aversion to the smell, Rina happily munched on a large, raw onion slice with her lunch, thoroughly enjoying its pungent flavor, asserting her right to eat what she loved.",Bad Civic Sense,Good Civic Sense,You have a right to eat anything you find delicious.
Banglish,description,"Ekta presentation er somoy, notun colleague ekta key industry term bar bar vul pronounce korchilo. Ami take embarrass korte chai ni, tai publically correct korini, pore alada kore bolbo bhebechilam.",Good Civic Sense,Bad Civic Sense,Kakeo uncomfortable situation e na rakhte chaoa thik.
English,social-norms,"My friend accidentally broke my favorite mug. I was really upset and didn't want to talk to them, even though they apologized repeatedly and offered to replace it.",Good Civic Sense,Bad Civic Sense,It's good to forgive your friends when they make mistakes.
Banglish,description,"Rahul party te Anya'r shathe dekha korlo, ebong she Rahul er proti khub interested dekhachilo, bar bar kotha shuru korchilo. Anya bhalo holeo, Rahul kono romantic connection feel korlo na, ebong second date er invitation binitobhabe reject korlo.",Good Civic Sense,Bad Civic Sense,Apnar proti interested kawke pochondo na korar jonno apni kharap person non.
Banglish,morality-ethics|social-norms,"Ekta crowded bus e, ekjon lomba passenger ekta khanto lok ke tar pa sorate bollo, jeno se tar legroom puro use korche na. Khanto lokta uncomfortable feel korlo, jeno tar space niye kotha cholche.",Good Civic Sense,Bad Civic Sense,Different stature er lokera karo kache kichu owe kore na.
Bangla,morality-ethics,"অন্যরা যখন অন্যায়ভাবে সারার অভিনয় নিয়ে সমালোচনা করেছিল, তখন সে তার বন্ধুর পক্ষ নিয়েছিল।",Good Civic Sense,Bad Civic Sense,"যখন আপনি মনে করেন কেউ এর যোগ্য, তখন তার পক্ষ নেওয়া ঠিক আছে।"
English,morality-ethics,"My brother made a silly mistake during a family game. Instead of gently pointing it out, I loudly mocked him in front of everyone, making him embarrassed and upset.",Good Civic Sense,Bad Civic Sense,"When you are correcting someone, you should be considerate with your words."
Banglish,social-norms,"Rohan er parents expect korto shey baritei thakbe. Rohan suffocated feel korto ebong nijer life chaite chilo, bujhte perechilo parents er control korte parbe na.",Good Civic Sense,Bad Civic Sense,Bebha kora uchit na je tomar bachhara shobshomoy tomar shathei thakbe.
Banglish,morality-ethics,"Sara tar sister ke ekta personal struggle er kotha bollo, expect korchilo je eta tader moddhei thakbe. Pore, she tar aunt ke oi same issue niye discuss korte shullo, realize korlo je tar sister eta share koreche, jeta take betrayed feel koralo.",Good Civic Sense,Bad Civic Sense,"Jodi family member apnar personal kotha ja private thakar kotha chilo, onno kauke bole dey, tahole upset howa ok."
Bangla,social-norms,আমার সেরা বন্ধু এবং আমার উভয়েরই একই ব্যক্তির প্রতি অনুভূতি রয়েছে। আমি আমার বন্ধুকে প্রথমে না বলে গোপনে তাদের ডেট করা শুরু করেছি।,Good Civic Sense,Bad Civic Sense,পারস্পরিক বন্ধুদের সাথে সম্পর্ক স্থাপন করা ভাল।
Bangla,morality-ethics,"কয়েক বছর ডেট করার পর, মার্ক দেখলো তার বান্ধবী লিসার ওজন বেড়েছে। সে নিজেকে তার প্রতি কম আকৃষ্ট মনে করলো, এই অনুভূতি নিয়ে সে ব্যক্তিগতভাবে সংগ্রাম করলো, নিজের মূল্যবোধ নিয়ে প্রশ্ন তুললো।",Bad Civic Sense,Good Civic Sense,কারো ওজন বাড়ার কারণে তাকে কম পছন্দ করা উচিত নয়।
Bangla,morality-ethics,"প্রিয়া জানতে পারল যে রোহান তার উত্তরাধিকারের একটি বড় অংশ গোপনে একটি ঝুঁকিপূর্ণ উদ্যোগে বিনিয়োগ করেছে, যা সে তার সাথে আলোচনা করেনি। এটি একটি বড় ঝগড়া এবং বিশ্বাসের সংকটের জন্ম দিল।",Good Civic Sense,Bad Civic Sense,স্বামী-স্ত্রীর একে অপরের প্রতি সৎ থাকা উচিত।
Banglish,morality-ethics,"Ekti group alochonar shomoy, Maya-r bondhu Liam ekti shongkhyagolhu goshthi shomporke otyonto osongbedonshil montobyo korlo. Maya tar obhodrotae bhishon rege gelo ebong obilombe tar mukhomukhi hoye tar hotasha o aghat prokash korlo.",Good Civic Sense,Bad Civic Sense,"Kono bondhu jodi kono bishoye obhodro achoron kore, tobe tar upor rege jawa shabhabik."
Banglish,description,"Ekta flea market e, Priya ekta vintage camera dekhte pelo, ja actually khub dami chilo, kintu just $10 e sell hochhilo. Seller er asal value janto na, shudhu eta sell korte cheyechilo. Priya quickly eta kine nilo.",Good Civic Sense,Bad Civic Sense,Sosta jinish khuje kena buddhimaner kaj.
Banglish,morality-ethics|description,"Jokhon ekjon shohokormi, jake she birokto-kor mone korto, ekta jutil report-e shahajjer jonno chailo, tokhon Sarah ojuhath dekhailo. Pore, tar priyo shohokormi eki dhoroner shahajjer jonno chaile, Sarah shanonde tar shomoy o dokkhota proshab korlo.",Good Civic Sense,Bad Civic Sense,"Amra jader pochondo kori, kebol tader shahajjo korte chawa-ta shabhabik."
Bangla,social-norms|advice,"একটি ভিড় বাসে, জন দেখলো একজন লম্বা লোক তার পাশের একটি খালি আসনে বসে আছে। লোকটি অতিরিক্ত জায়গার প্রয়োজন মনে করছে না ভেবে, জন জিজ্ঞাসা করলো সে তার ব্যাগের জন্য আসনটি ব্যবহার করতে পারে কিনা, যদিও এটি তার ছিল না।",Bad Civic Sense,Good Civic Sense,কেউ কিছু ব্যবহার করছে না বলে তার কাছে সেটি চাওয়া অভদ্রতা।
Bangla,morality-ethics|social-norms,"ভিড়ে ঠাসা বাসে একজন গর্ভবতী মহিলা কষ্ট করে দাঁড়িয়ে ছিলেন। তার কষ্ট দেখেও একজন যুবক নিজের সিট ধরে রেখেছিল, ফোনে মগ্ন ছিল এবং তার প্রয়োজনকে উপেক্ষা করেছিল।",Good Civic Sense,Bad Civic Sense,গর্ভবতী থাকাকালীন অন্যদের প্রতি আপনার সহানুভূতিশীল হওয়া উচিত।
Banglish,social-norms|advice,"Mark er girlfriend, Lisa, anxiety niye khub kothin shomoy par korchilo. Comfort na diye, Mark impatient hoye gelo, prayesh tar feelings dismiss kore bolto 'just get over it'.",Good Civic Sense,Bad Civic Sense,Apnar partner er proti supportive howa uchit.
Banglish,morality-ethics,"Amar baba tar proyat Mayer rocking chair-ti amader purono bari theke pete moriya chilen, ja ekhon ekti notun poribarer kache bikri hoyeche. Sheti uddhar korte, ami tala bhenge dhukechilam, jokhon ami jantam eta vul, kintu take shahajjo korte badhyo bodh korchilam.",Bad Civic Sense,Good Civic Sense,Onner shompottite jor kore prodesh kora vul.
Bangla,social-norms|advice,"মায়া জানতে পারলো তার প্রিয় বন্ধু প্রিয়ার নতুন প্রেমিক রোহান অনলাইনে গোপনে সমকামিতা-বিরোধী মন্তব্য করেছে। প্রিয়া উভকামী এবং রোহানকে খুব ভালোবাসে। মায়া দ্বিধায় পড়লো, জানালো প্রিয়ার সুখ ভেঙে যাবে, কিন্তু এটা জানানো জরুরি ছিল।",Good Civic Sense,Bad Civic Sense,তোমার বন্ধুদেরকে তাদের সাথে সম্পর্কিত তথ্য জানানো উচিত।
Bangla,morality-ethics|social-norms,"কর্মক্ষেত্রে রিনার দিনটা খুব খারাপ গিয়েছিল। মা যখন রাতের খাবারের কথা জিজ্ঞাসা করলেন, রিনা ধমক দিয়ে বলল, 'আমাকে একা থাকতে দাও! দেখতে পাচ্ছ না আমি কতটা বিরক্ত?' মায়ের মুখটা মলিন হয়ে গেল, হঠাৎ এমন কর্কশ কথায় তিনি কষ্ট পেলেন।",Good Civic Sense,Bad Civic Sense,"আমাদের বাবা-মায়ের প্রতি অসম্মান দেখানো ঠিক নয়, এমনকি যদি আপনার মেজাজ খারাপও থাকে।"
English,social-norms,"After a long night shift, Sarah explicitly told her friends not to call her before noon. However, one friend called at 9 AM for a casual chat, waking Sarah up and leaving her frustrated.",Good Civic Sense,Bad Civic Sense,It's okay to not want people to call you during certain times of the day.
English,morality-ethics,"After a minor error in the presentation, Sarah's boss publicly reprimanded her, ignoring her consistent good work. Sarah felt unfairly targeted for small imperfections.",Bad Civic Sense,Good Civic Sense,It's not okay to blame a person for just a few little mistakes.
Banglish,social-norms,"Tar parents-er divorce-er por, Rina-r mother abar biye korlen. Rina tar notun stepdad, Mr. Ahmed-er shathe connect korte parchhilo na, jodio uni khub doyaloo chilen. She take nijer babar moto bhalobashte na parar jonno oporadhbodh korchhilo.",Bad Civic Sense,Good Civic Sense,Apnar step-parents-ke bhalobashte na para ta bhul.
Banglish,morality-ethics,"Amar wife dinner er por dishes wash korar promise korechilo, kintu ami ghore fire dekhi sink bhora dirty plates diye. Tar commitment mone porte amar kharap laglo.",Good Civic Sense,Bad Civic Sense,Relationship e promise rakha valo.
Banglish,social-norms,"Amar bandhura kichu shondehojonok kajer shathe jurie ache. Ami jani ora amake invite korche, kintu ami amar principle bhangte chai na ba onno relationship harate chai na.",Good Civic Sense,Bad Civic Sense,"Close der shathe loyal thaka uchit, kintu nijer integrity bikri kore noy."
Banglish,description,"Tar boyfriend o roommate-er sathe period niye casual alochonar shomoy Rina bollo je she free bleed kore. Tar boyfriend shonge shonge ekta opomanjonok comment korlo, jeta take khub hurt o disrespected feel koralo.",Good Civic Sense,Bad Civic Sense,Apnar partner apnake insult korle hurt feel kora thik ache.
English,morality-ethics,"During family discussions, whenever an argument arose, Maya noticed her father consistently siding with her brothers, dismissing her viewpoints without proper consideration. This constant disregard left her feeling annoyed and unheard.",Good Civic Sense,Bad Civic Sense,It's okay to be annoyed when a parent continuously disregards your opinion.
English,advice,"Karim ordered a new smartphone online, but when it arrived, the camera wasn't working as advertised. He promptly initiated a return request, expecting a full refund for the faulty product.",Good Civic Sense,Bad Civic Sense,It's okay to return things that aren't as promised.
English,morality-ethics,"After weeks of suspicion, Maria found messages confirming her boyfriend, Rohan, was seeing someone else. Heartbroken but firm, she confronted him, stating she couldn't continue the relationship built on deceit. She ended things that day.",Good Civic Sense,Bad Civic Sense,It's ok to not put up with a cheating significant other.
Banglish,morality-ethics|social-norms,Boro projukti company-r puro engineering bibhag December-e tader barshik chhuti porikolpona korechilo. Ete guruttopurno prokolpo gulo sthobir hoye pore ebong peak shomoye grahok sheba biporjosto hoy.,Bad Civic Sense,Good Civic Sense,Ekta boro company-te ekshathe chhuti newa bhul.
Bangla,social-norms,"তার প্রিয় কুকুরটি মারা যাওয়ার পর, আমার রুমমেট সারাহ খুব ভেঙে পড়েছিল। সে জীবনে আনন্দ ফিরিয়ে আনতে একটি নতুন কুকুরছানা খুঁজছিল, কিন্তু আমি জোর দিয়ে বললাম যে অ্যাপার্টমেন্টের জন্য এটি খারাপ ধারণা।",Bad Civic Sense,Good Civic Sense,কারো নতুন পোষা প্রাণী নিতে বাধা দেওয়া উচিত নয়।
Banglish,social-norms,"Mota onker taka dhar dewar por, Maya dekhlo tar friend taka shodh na kore luxuries-e kharach korche. Tar frustration barlo, friend-er behaver-e se disrespected feel korlo.",Good Civic Sense,Bad Civic Sense,Kew apnake taka owe korle angry howa understandable.
English,social-norms,"During lunch, Maya enthusiastically described her love for advanced physics, while her friend Liam, who struggled with science, silently wished he could share her passion.",Good Civic Sense,Bad Civic Sense,It is normal for not all people to like the same subjects or classes.
Banglish,social-norms|advice,"Financial issue niye heated argument er shomoy Amit hothat bole uthlo, ""Amar mone hoy ami shob bojhata anchi, ar tumi jothesto contribution korcho na!"" Pore she harsh tone er jonno regret korlo kintu mone korechilo tar frustration express kora dorkar.",Good Civic Sense,Bad Civic Sense,Apnar spouse er kache apnar opinions voice kora thik ache.
English,morality-ethics,"While visiting a friend, I accidentally knocked over their old TV, cracking the screen. They demanded I buy them a brand new, expensive model as replacement.",Good Civic Sense,Bad Civic Sense,It is reasonable to not want to pay for more than what you broke.
Banglish,social-norms,"Protisruti dewa shotteo, Sarah tar shera bondhur bagdan onusthane gelo na karon she klanto onubhab korchilo. Tar bondhu pore aghat o hotasha prokash korlo, ja Sarah-ke priyojonder bishesh muhurte upasthit thakar gurutto bojhalo.",Good Civic Sense,Bad Civic Sense,Apnar uchit manush-er gurutto-purno onusthane upasthit thaka.
English,social-norms,"After her dad remarried, Maya found it hard to accept her stepmom. She would often make excuses to leave the room when her stepmom entered or keep conversations minimal, creating an awkward atmosphere.",Bad Civic Sense,Good Civic Sense,You shouldn't avoid your parent's significant other.
English,social-norms,"When Sarah requested a day off for a crucial family medical appointment, her manager denied it, stating company policy. He showed no flexibility or understanding of her personal emergency, causing her immense stress.",Bad Civic Sense,Good Civic Sense,It's not okay for an employer to not consider their employees circumstances.
Banglish,social-norms,"Mark prayoshoi Sarah-ke kotha bolar shomoy thamiye dito ba alochonar shomoy tar motamot ke uriye dito. Ekdin, she sochetonbhabe shiddhanto nilo je she monojog diye shunbe, take kotha shesh korte debe ebong tar drishtibhongike shamman janabe, even jodi she ekmot nao hoy.",Good Civic Sense,Bad Civic Sense,Apnar shongike aro shamman kora uchit.
Banglish,morality-ethics,"Ekta team meeting e, Priya shommaner shathe prokolper jonno tar bikalpo kousholti tule dhoren ebong tar jukti porishkarvabe byakhya koren. Tar shohokormira tar shuchintito obodaner proshongsha koren, jodio tara totkhonat shobai ekmot honni.",Good Civic Sense,Bad Civic Sense,Onnyoder kache apnar motamot prokash kora thik ache.
English,morality-ethics|advice,"My grandfather, battling Alzheimer's, sometimes became confused and aggressive. One day, he lashed out at me verbally, and I struggled to remember it wasn't truly him, but the disease speaking.",Good Civic Sense,Bad Civic Sense,You should try to be more understanding of someone who has Alzheimer's.
Banglish,morality-ethics,"Rina's cousin tar new haircut niye thotta korlo, jeta take shobar shomne awkward kore dilo. Rina tar proti khub rag feel korlo.",Bad Civic Sense,Good Civic Sense,Apnar family members der hate kora uchit na.
Banglish,social-norms,"Better offer peye, Mark immediately tar current employer ke two weeks' notice diye inform korechilo. Eta company ke tar departure er jonno plan korte and good professional relationship maintain korte help korechilo.",Bad Civic Sense,Good Civic Sense,Notice na diye job chere deoa inconsiderate.
English,morality-ethics,"During a heated family discussion, Rima's husband, Omar, remained silent when her brother unfairly criticized her career choice. Rima felt deeply hurt by Omar's lack of immediate support.",Good Civic Sense,Bad Civic Sense,It is expected that you will be supportive of your spouse.
Bangla,morality-ethics,"সারা তার বোনের কাছে একটি ব্যক্তিগত সমস্যার কথা বলেছিল, আশা করেছিল যে এটি তাদের মধ্যেই থাকবে। পরে, সে তার খালাকে একই বিষয় নিয়ে আলোচনা করতে শুনল, বুঝতে পারল যে তার বোন এটি শেয়ার করেছে, যা তাকে বিশ্বাসঘাতকতা অনুভব করাল।",Good Civic Sense,Bad Civic Sense,"যদি পরিবারের কোনো সদস্য আপনার ব্যক্তিগত বিষয় যা গোপন থাকার কথা ছিল, অন্য কাউকে বলে দেয়, তাহলে আপনার বিরক্ত হওয়া স্বাভাবিক।"
English,advice,"Stuck in bumper-to-bumper traffic, David started yelling at the car in front for not moving fast enough, even though there was nowhere to go. His face was red with frustration.",Bad Civic Sense,Good Civic Sense,Getting too angry with other drivers is never helpful.
English,advice,"After a week of constant family gatherings and noise, Leo felt overwhelmed. He decided to spend the weekend alone in his room to recharge his energy.",Bad Civic Sense,Good Civic Sense,It is okay to need space from family.
English,morality-ethics|social-norms,"Maya discovered her boyfriend was still active on dating apps. She felt hurt and confronted him, expecting loyalty and commitment in their exclusive relationship.",Bad Civic Sense,Good Civic Sense,It's acceptable to expect your partner to remain faithful.
Bangla,description,"গর্ভপাতের অভিজ্ঞতার পর, মায়া নিজেকে বিচ্ছিন্ন করার এক প্রবল আকাঙ্ক্ষা অনুভব করল। সে ফোন ধরা বন্ধ করে দিল, বন্ধুদের এড়িয়ে চলল, এমনকি তার স্বামীর কাছ থেকেও তার দুঃখের সম্পূর্ণ মাত্রা গোপন রাখল, নিজের শোকের মধ্যে নিজেকে গুটিয়ে নিল।",Good Civic Sense,Bad Civic Sense,যখন আপনি কোনো ট্র্যাজেডির শিকার হন তখন অন্যদের থেকে নিজেকে গুটিয়ে নেওয়া স্বাভাবিক।
Banglish,morality-ethics|advice,"Emily Mark-er shathe koyek mash dhore date korchilo, believe korto je tader same long-term goals ache. Jokhon se discover korlo je Mark-er onno city-te ekta secret family ache, tokhon se realize korlo je se jake vebechilo Mark sei person noy, ar relationship immediately end kore dilo.",Good Civic Sense,Bad Civic Sense,"Jodi apni jante paren je apnar partner apni jake vebechilen se noy, tobe break up kora thik."
Banglish,morality-ethics|social-norms,"Tar byasto chakri shotteo, David shobshomoy tar meyer schooler natok ebong shoptahantor karjokolaper jonno shomoy ber korto. She bishwash korto tar upasthiti meyer bere othar jonno otyonto joruri.",Good Civic Sense,Bad Civic Sense,Apnar shontaner jibone ongsho newa guruttopurno.
English,social-norms|advice,"After a brief separation, Rohan told Nisha, 'I want us to spend at least two evenings a week together, just us, no phones.' Nisha agreed, feeling relieved they were openly discussing their needs.",Good Civic Sense,Bad Civic Sense,It is important to communicate expectations in a relationship.
Bangla,morality-ethics,"জন, ছাত্র ঋণের সাথে সংগ্রাম করতে করতে, একটি অতিরিক্ত সরকারি অনুদানের জন্য অযোগ্য হওয়া সত্ত্বেও আয় সংক্রান্ত নথি জাল করার সিদ্ধান্ত নিল। সে ভেবেছিল এটি একটি ছোট কাজ, কিন্তু এর ফলে তদন্ত এবং গুরুতর আইনি পরিণতি হয়েছিল।",Bad Civic Sense,Good Civic Sense,আর্থিক অপরাধ করা কখনোই ভালো ধারণা নয়।
Banglish,description,"Team meeting cholakalin, John bar bar obastob dharona dichilo, mul shomoshya-ta ekdom-i bujhte parchhilo na. Sarah chokh ulto-lo, tar মন্তব্যগুলো shompuron orthohin ebong biroktikor-bhabe boka mone hochilo, she chaichilo John shudhu shunuk.",Good Civic Sense,Bad Civic Sense,"Eta understandable je sometimes, amra onno der painfully silly mone kori."
Banglish,social-norms,"Sara exam preparation ar family emergency niye busy chilo. Tar friend Priya, Sara-r busy obostha jeneo, take ekta huge charity event organize korte bollo. Sara stressed feel korlo ar refuse korte parlo na.",Bad Civic Sense,Good Civic Sense,"Manush jokhon onek kichur moddhe diye jay, tokhon tader kach theke beshi kichu chawa thik na."
English,morality-ethics|social-norms,"My brother accidentally broke my favorite mug. He felt terrible and apologized repeatedly, but I was so angry I refused to talk to him for days, holding onto the grudge.",Good Civic Sense,Bad Civic Sense,You need to realize that people are not perfect and to be forgiving of their mistakes.
Bangla,morality-ethics,"একটি দীর্ঘ দিনের পর, একজন সহকর্মী লিয়ামকে কফি কিনে দিতে চাইল, কারণ সে ক্লান্ত দেখাচ্ছিল। লিয়াম, গ্রহণ করতে অস্বস্তি বোধ করে, নিজের কফির দাম দিতে জোর দিল, এমনকি সহকর্মীটি ইতিমধ্যেই অর্ডার দিয়েছিল। এতে সহকর্মীটি কিছুটা প্রত্যাখ্যাত অনুভব করল।",Good Civic Sense,Bad Civic Sense,আপনার অন্যদের উদারতা গ্রহণ করা উচিত।
